Name,Unique ID,Indicator ID,Measure,Measure Info,Geo Join ID,Geo Type Name,Geo Place Name,Time Period,Start_Date,Data Value,Message
Nitrogen dioxide (NO2),176026,375,Mean,ppb,304,UHF42,Upper West Side,Summer 2012,06/01/2012,23.58,
Nitrogen dioxide (NO2),602732,375,Mean,ppb,204,UHF42,East New York,Annual Average 2018,01/01/2018,17.56,
Nitrogen dioxide (NO2),740924,375,Mean,ppb,204,UHF42,East New York,Summer 2021,06/01/2021,10.79,
Nitrogen dioxide (NO2),212583,375,Mean,ppb,504,UHF42,South Beach - Tottenville,Annual Average 2014,12/01/2013,12.59,
Nitrogen dioxide (NO2),549883,375,Mean,ppb,504,UHF42,South Beach - Tottenville,Summer 2017,06/01/2017,7.77,
Nitrogen dioxide (NO2),549885,375,Mean,ppb,504,UHF42,South Beach - Tottenville,Winter 2016-17,12/01/2016,17.51,
Nitrogen dioxide (NO2),667305,375,Mean,ppb,504,UHF42,South Beach - Tottenville,Summer 2020,06/01/2020,7.29,
Nitrogen dioxide (NO2),175322,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Winter 2009-10,12/01/2009,22.8,
Nitrogen dioxide (NO2),175406,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Winter 2011-12,12/01/2011,20.42,
Nitrogen dioxide (NO2),212573,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Annual Average 2014,12/01/2013,17.44,
Nitrogen dioxide (NO2),549853,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Summer 2017,06/01/2017,12.58,
Nitrogen dioxide (NO2),549855,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Winter 2016-17,12/01/2016,23.82,
Nitrogen dioxide (NO2),667245,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Summer 2020,06/01/2020,8.71,
Nitrogen dioxide (NO2),175900,375,Mean,ppb,304,UHF42,Upper West Side,Summer 2009,06/01/2009,28.52,
Nitrogen dioxide (NO2),549791,375,Mean,ppb,204,UHF42,East New York,Annual Average 2017,01/01/2017,18.31,
Nitrogen dioxide (NO2),740925,375,Mean,ppb,204,UHF42,East New York,Annual Average 2021,01/01/2021,16.12,
Nitrogen dioxide (NO2),740946,375,Mean,ppb,211,UHF42,Williamsburg - Bushwick,Annual Average 2021,01/01/2021,19.04,
Nitrogen dioxide (NO2),336583,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Annual Average 2015,01/01/2015,17.3,
Nitrogen dioxide (NO2),212447,375,Mean,ppb,404,UHF42,Bayside - Little Neck,Summer 2014,06/01/2014,12.64,
Nitrogen dioxide (NO2),175375,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Winter 2011-12,12/01/2011,21.85,
Nitrogen dioxide (NO2),175291,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Winter 2009-10,12/01/2009,21.38,
Nitrogen dioxide (NO2),212542,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Annual Average 2014,12/01/2013,17.1,
Nitrogen dioxide (NO2),549762,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Winter 2016-17,12/01/2016,24.27,
Nitrogen dioxide (NO2),549760,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Summer 2017,06/01/2017,13.02,
Nitrogen dioxide (NO2),602723,375,Mean,ppb,201,UHF42,Greenpoint,Annual Average 2018,01/01/2018,21.93,
Nitrogen dioxide (NO2),167721,375,Mean,ppb,312,CD,Borough Park (CD12),Annual Average 2012,12/01/2011,21.15,
Nitrogen dioxide (NO2),167709,375,Mean,ppb,212,CD,Williamsbridge and Baychester (CD12),Annual Average 2012,12/01/2011,19.54,
Nitrogen dioxide (NO2),176677,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Annual Average 2013,12/01/2012,18.23,
Nitrogen dioxide (NO2),175879,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Summer 2009,06/01/2009,19.51,
Nitrogen dioxide (NO2),336492,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Winter 2014-15,12/01/2014,21.19,
Nitrogen dioxide (NO2),740915,375,Mean,ppb,201,UHF42,Greenpoint,Summer 2021,06/01/2021,17.18,
Nitrogen dioxide (NO2),412450,375,Mean,ppb,201,UHF42,Greenpoint,Annual Average 2016,12/31/2015,21.44,
Nitrogen dioxide (NO2),740922,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Annual Average 2021,01/01/2021,17.12,
Nitrogen dioxide (NO2),412462,375,Mean,ppb,205,UHF42,Sunset Park,Annual Average 2016,12/31/2015,19.32,
Nitrogen dioxide (NO2),740927,375,Mean,ppb,205,UHF42,Sunset Park,Summer 2021,06/01/2021,13.69,
Nitrogen dioxide (NO2),740921,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Summer 2021,06/01/2021,11.86,
Nitrogen dioxide (NO2),412441,375,Mean,ppb,105,UHF42,Crotona -Tremont,Annual Average 2016,12/31/2015,20.37,
Nitrogen dioxide (NO2),167728,375,Mean,ppb,401,CD,Long Island City and Astoria (CD1),Annual Average 2012,12/01/2011,22.2,
Nitrogen dioxide (NO2),167711,375,Mean,ppb,302,CD,Fort Greene and Brooklyn Heights (CD2),Annual Average 2012,12/01/2011,24.81,
Nitrogen dioxide (NO2),167710,375,Mean,ppb,301,CD,Greenpoint and Williamsburg (CD1),Annual Average 2012,12/01/2011,23.65,
Nitrogen dioxide (NO2),167726,375,Mean,ppb,317,CD,East Flatbush (CD17),Annual Average 2012,12/01/2011,21.25,
Nitrogen dioxide (NO2),167744,375,Mean,ppb,503,CD,Tottenville and Great Kills (CD3),Annual Average 2012,12/01/2011,12.4,
Nitrogen dioxide (NO2),602720,375,Mean,ppb,107,UHF42,Hunts Point - Mott Haven,Annual Average 2018,01/01/2018,20.23,
Nitrogen dioxide (NO2),175383,375,Mean,ppb,202,UHF42,Downtown - Heights - Slope,Winter 2011-12,12/01/2011,27.09,
Nitrogen dioxide (NO2),167725,375,Mean,ppb,316,CD,Brownsville (CD16),Annual Average 2012,12/01/2011,21.92,
Nitrogen dioxide (NO2),167702,375,Mean,ppb,205,CD,Fordham and University Heights (CD5),Annual Average 2012,12/01/2011,24.57,
Nitrogen dioxide (NO2),175887,375,Mean,ppb,202,UHF42,Downtown - Heights - Slope,Summer 2009,06/01/2009,25.21,
Nitrogen dioxide (NO2),175341,375,Mean,ppb,202,UHF42,Downtown - Heights - Slope,Winter 2010-11,12/01/2010,33,
Nitrogen dioxide (NO2),167724,375,Mean,ppb,315,CD,Sheepshead Bay (CD15),Annual Average 2012,12/01/2011,17.6,
Nitrogen dioxide (NO2),167722,375,Mean,ppb,313,CD,Coney Island (CD13),Annual Average 2012,12/01/2011,15.97,
Nitrogen dioxide (NO2),549914,375,Mean,ppb,206,UHF34,Borough Park,Annual Average 2017,01/01/2017,18.81,
Nitrogen dioxide (NO2),741048,375,Mean,ppb,206,UHF34,Borough Park,Annual Average 2021,01/01/2021,16.74,
Nitrogen dioxide (NO2),549958,375,Mean,ppb,408,UHF34,Jamaica,Summer 2017,06/01/2017,13.67,
Nitrogen dioxide (NO2),549945,375,Mean,ppb,401,UHF34,Long Island City - Astoria,Winter 2016-17,12/01/2016,26.93,
Nitrogen dioxide (NO2),171612,375,Mean,ppb,401,UHF34,Long Island City - Astoria,Winter 2009-10,12/01/2009,27.27,
Nitrogen dioxide (NO2),211775,375,Mean,ppb,401,UHF34,Long Island City - Astoria,Annual Average 2014,12/01/2013,22.07,
Nitrogen dioxide (NO2),602886,375,Mean,ppb,401,UHF34,Long Island City - Astoria,Summer 2018,06/01/2018,16.35,
Nitrogen dioxide (NO2),667425,375,Mean,ppb,401,UHF34,Long Island City - Astoria,Summer 2020,06/01/2020,14.24,
Nitrogen dioxide (NO2),172637,375,Mean,ppb,408,UHF34,Jamaica,Annual Average 2010,12/01/2009,21.22,
Nitrogen dioxide (NO2),549761,375,Mean,ppb,101,UHF42,Kingsbridge - Riverdale,Annual Average 2017,01/01/2017,17.28,
Nitrogen dioxide (NO2),172729,375,Mean,ppb,211,UHF34,Williamsburg - Bushwick,Annual Average 2013,12/01/2012,22.72,
Nitrogen dioxide (NO2),171641,375,Mean,ppb,211,UHF34,Williamsburg - Bushwick,Winter 2010-11,12/01/2010,32.58,
Nitrogen dioxide (NO2),336660,375,Mean,ppb,211,UHF34,Williamsburg - Bushwick,Winter 2014-15,12/01/2014,26.59,
Nitrogen dioxide (NO2),549929,375,Mean,ppb,211,UHF34,Williamsburg - Bushwick,Annual Average 2017,01/01/2017,20.69,
Nitrogen dioxide (NO2),172642,375,Mean,ppb,309310,UHF34,Union Square-Lower Manhattan,Annual Average 2010,12/01/2009,31.09,
Nitrogen dioxide (NO2),643538,375,Mean,ppb,501502,UHF34,Northern SI,Summer 2019,06/01/2019,12.41,
Nitrogen dioxide (NO2),175342,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Winter 2010-11,12/01/2010,32.21,
Nitrogen dioxide (NO2),176686,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Annual Average 2013,12/01/2012,22.28,
Nitrogen dioxide (NO2),175888,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Summer 2009,06/01/2009,23.2,
Nitrogen dioxide (NO2),549788,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Annual Average 2017,01/01/2017,20.08,
Nitrogen dioxide (NO2),175881,375,Mean,ppb,103,UHF42,Fordham - Bronx Pk,Summer 2009,06/01/2009,21.15,
Nitrogen dioxide (NO2),175335,375,Mean,ppb,103,UHF42,Fordham - Bronx Pk,Winter 2010-11,12/01/2010,27.53,
Nitrogen dioxide (NO2),176679,375,Mean,ppb,103,UHF42,Fordham - Bronx Pk,Annual Average 2013,12/01/2012,19.89,
Nitrogen dioxide (NO2),643541,375,Mean,ppb,503504,UHF34,Southern SI,Summer 2019,06/01/2019,8.76,
Nitrogen dioxide (NO2),740909,375,Mean,ppb,106,UHF42,High Bridge - Morrisania,Summer 2021,06/01/2021,14.19,
Nitrogen dioxide (NO2),602738,375,Mean,ppb,206,UHF42,Borough Park,Annual Average 2018,01/01/2018,18.11,
Nitrogen dioxide (NO2),740939,375,Mean,ppb,209,UHF42,Bensonhurst - Bay Ridge,Summer 2021,06/01/2021,10.81,
Nitrogen dioxide (NO2),741075,375,Mean,ppb,304,UHF34,Upper West Side,Annual Average 2021,01/01/2021,19.17,
Nitrogen dioxide (NO2),171682,375,Mean,ppb,403,UHF34,Flushing - Clearview,Winter 2011-12,12/01/2011,22.76,
Nitrogen dioxide (NO2),171614,375,Mean,ppb,403,UHF34,Flushing - Clearview,Winter 2009-10,12/01/2009,24.84,
Nitrogen dioxide (NO2),602892,375,Mean,ppb,403,UHF34,Flushing - Clearview,Summer 2018,06/01/2018,12.95,
Nitrogen dioxide (NO2),549949,375,Mean,ppb,403,UHF34,Flushing - Clearview,Summer 2017,06/01/2017,13.94,
Nitrogen dioxide (NO2),549951,375,Mean,ppb,403,UHF34,Flushing - Clearview,Winter 2016-17,12/01/2016,25.51,
Nitrogen dioxide (NO2),550053,375,Mean,ppb,209,CD,Parkchester and Soundview (CD9),Winter 2016-17,12/01/2016,26.45,
Nitrogen dioxide (NO2),667641,375,Mean,ppb,209,CD,Parkchester and Soundview (CD9),Summer 2020,06/01/2020,12.72,
Nitrogen dioxide (NO2),166811,375,Mean,ppb,111,CD,East Harlem (CD11),Summer 2012,06/01/2012,21.13,
Nitrogen dioxide (NO2),166870,375,Mean,ppb,111,CD,East Harlem (CD11),Summer 2013,06/01/2013,20.62,
Nitrogen dioxide (NO2),412690,375,Mean,ppb,111,CD,East Harlem (CD11),Annual Average 2016,12/31/2015,22.09,
Nitrogen dioxide (NO2),602963,375,Mean,ppb,111,CD,East Harlem (CD11),Annual Average 2018,01/01/2018,20.88,
Nitrogen dioxide (NO2),741155,375,Mean,ppb,111,CD,East Harlem (CD11),Summer 2021,06/01/2021,14.5,
Nitrogen dioxide (NO2),166868,375,Mean,ppb,109,CD,Morningside Heights and Hamilton Heights (CD9),Summer 2013,06/01/2013,21.4,
Nitrogen dioxide (NO2),166809,375,Mean,ppb,109,CD,Morningside Heights and Hamilton Heights (CD9),Summer 2012,06/01/2012,21.51,
Nitrogen dioxide (NO2),412684,375,Mean,ppb,109,CD,Morningside Heights and Hamilton Heights (CD9),Annual Average 2016,12/31/2015,22,
Nitrogen dioxide (NO2),602993,375,Mean,ppb,209,CD,Parkchester and Soundview (CD9),Annual Average 2018,01/01/2018,17.94,
Nitrogen dioxide (NO2),741185,375,Mean,ppb,209,CD,Parkchester and Soundview (CD9),Summer 2021,06/01/2021,12.88,
Nitrogen dioxide (NO2),550052,375,Mean,ppb,209,CD,Parkchester and Soundview (CD9),Annual Average 2017,01/01/2017,19.49,
Nitrogen dioxide (NO2),741186,375,Mean,ppb,209,CD,Parkchester and Soundview (CD9),Annual Average 2021,01/01/2021,16.64,
Nitrogen dioxide (NO2),167753,375,Mean,ppb,109,CD,Morningside Heights and Hamilton Heights (CD9),Annual Average 2013,12/01/2012,25.22,
Nitrogen dioxide (NO2),740912,375,Mean,ppb,107,UHF42,Hunts Point - Mott Haven,Summer 2021,06/01/2021,15.11,
Nitrogen dioxide (NO2),176648,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Annual Average 2012,12/01/2011,21.16,
Nitrogen dioxide (NO2),172084,375,Mean,ppb,301,UHF34,Washington Heights,Summer 2009,06/01/2009,25.61,
Nitrogen dioxide (NO2),172730,375,Mean,ppb,301,UHF34,Washington Heights,Annual Average 2013,12/01/2012,22.79,
Nitrogen dioxide (NO2),211778,375,Mean,ppb,405,UHF34,Ridgewood - Forest Hills,Annual Average 2014,12/01/2013,20,
Nitrogen dioxide (NO2),549952,375,Mean,ppb,405,UHF34,Ridgewood - Forest Hills,Summer 2017,06/01/2017,13.79,
Nitrogen dioxide (NO2),549954,375,Mean,ppb,405,UHF34,Ridgewood - Forest Hills,Winter 2016-17,12/01/2016,25.06,
Nitrogen dioxide (NO2),602895,375,Mean,ppb,405,UHF34,Ridgewood - Forest Hills,Summer 2018,06/01/2018,12.54,
Nitrogen dioxide (NO2),171715,375,Mean,ppb,402,UHF34,West Queens,Winter 2012-13,12/01/2012,26.15,
Nitrogen dioxide (NO2),167713,375,Mean,ppb,304,CD,Bushwick (CD4),Annual Average 2012,12/01/2011,22.36,
Nitrogen dioxide (NO2),171718,375,Mean,ppb,407,UHF34,Southwest Queens,Winter 2012-13,12/01/2012,24.45,
Nitrogen dioxide (NO2),172636,375,Mean,ppb,407,UHF34,Southwest Queens,Annual Average 2010,12/01/2009,21.71,
Nitrogen dioxide (NO2),667448,375,Mean,ppb,407,UHF34,Southwest Queens,Winter 2019-20,12/01/2019,23.92,
Nitrogen dioxide (NO2),643514,375,Mean,ppb,407,UHF34,Southwest Queens,Summer 2019,06/01/2019,11.69,
Nitrogen dioxide (NO2),167714,375,Mean,ppb,305,CD,East New York and Starrett City (CD5),Annual Average 2012,12/01/2011,20.21,
Nitrogen dioxide (NO2),172119,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Summer 2010,06/01/2010,25.48,
Nitrogen dioxide (NO2),412601,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Winter 2015-16,12/01/2015,25.73,
Nitrogen dioxide (NO2),165860,375,Mean,ppb,104,CD,Clinton and Chelsea (CD4),Winter 2010-11,12/01/2010,37.32,
Nitrogen dioxide (NO2),166627,375,Mean,ppb,104,CD,Clinton and Chelsea (CD4),Summer 2009,06/01/2009,32.98,
Nitrogen dioxide (NO2),167748,375,Mean,ppb,104,CD,Clinton and Chelsea (CD4),Annual Average 2013,12/01/2012,30.56,
Nitrogen dioxide (NO2),336732,375,Mean,ppb,104,CD,Clinton and Chelsea (CD4),Winter 2014-15,12/01/2014,30.68,
Nitrogen dioxide (NO2),550001,375,Mean,ppb,104,CD,Clinton and Chelsea (CD4),Annual Average 2017,01/01/2017,26.64,
Nitrogen dioxide (NO2),175300,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Winter 2009-10,12/01/2009,28.86,
Nitrogen dioxide (NO2),175384,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Winter 2011-12,12/01/2011,26.04,
Nitrogen dioxide (NO2),212551,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Annual Average 2014,12/01/2013,21.75,
Nitrogen dioxide (NO2),549789,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Winter 2016-17,12/01/2016,26.17,
Nitrogen dioxide (NO2),667113,375,Mean,ppb,203,UHF42,Bedford Stuyvesant - Crown Heights,Summer 2020,06/01/2020,11.59,
Nitrogen dioxide (NO2),167717,375,Mean,ppb,308,CD,Crown Heights and Prospect Heights (CD8),Annual Average 2012,12/01/2011,23.45,
Nitrogen dioxide (NO2),412602,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Summer 2016,06/01/2016,18.13,
Nitrogen dioxide (NO2),336663,375,Mean,ppb,301,UHF34,Washington Heights,Winter 2014-15,12/01/2014,24.58,
Nitrogen dioxide (NO2),172085,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Summer 2009,06/01/2009,28.08,
Nitrogen dioxide (NO2),172731,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2013,12/01/2012,25.36,
Nitrogen dioxide (NO2),336666,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Winter 2014-15,12/01/2014,26.74,
Nitrogen dioxide (NO2),549935,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2017,01/01/2017,22.64,
Nitrogen dioxide (NO2),741069,375,Mean,ppb,302,UHF34,Central Harlem - Morningside Heights,Annual Average 2021,01/01/2021,18.21,
Nitrogen dioxide (NO2),549932,375,Mean,ppb,301,UHF34,Washington Heights,Annual Average 2017,01/01/2017,20.56,
Nitrogen dioxide (NO2),741066,375,Mean,ppb,301,UHF34,Washington Heights,Annual Average 2021,01/01/2021,17.1,
Nitrogen dioxide (NO2),643391,375,Mean,ppb,307,UHF42,Gramercy Park - Murray Hill,Summer 2019,06/01/2019,24.78,
Nitrogen dioxide (NO2),336596,375,Mean,ppb,408,UHF42,Jamaica,Summer 2015,06/01/2015,13.33,
Nitrogen dioxide (NO2),643424,375,Mean,ppb,408,UHF42,Jamaica,Summer 2019,06/01/2019,13.05,
Nitrogen dioxide (NO2),667268,375,Mean,ppb,408,UHF42,Jamaica,Winter 2019-20,12/01/2019,22.29,
Nitrogen dioxide (NO2),667208,375,Mean,ppb,308,UHF42,Greenwich Village - SoHo,Winter 2019-20,12/01/2019,31.63,
Nitrogen dioxide (NO2),175442,375,Mean,ppb,308,UHF42,Greenwich Village - SoHo,Winter 2012-13,12/01/2012,32.69,
Nitrogen dioxide (NO2),176576,375,Mean,ppb,308,UHF42,Greenwich Village - SoHo,Annual Average 2010,12/01/2009,31.8,
Nitrogen dioxide (NO2),336857,375,Mean,ppb,404,CD,Elmhurst and Corona (CD4),Summer 2015,06/01/2015,17.09,
Nitrogen dioxide (NO2),667202,375,Mean,ppb,307,UHF42,Gramercy Park - Murray Hill,Winter 2019-20,12/01/2019,34.16,
Nitrogen dioxide (NO2),175441,375,Mean,ppb,307,UHF42,Gramercy Park - Murray Hill,Winter 2012-13,12/01/2012,37.34,
Nitrogen dioxide (NO2),176575,375,Mean,ppb,307,UHF42,Gramercy Park - Murray Hill,Annual Average 2010,12/01/2009,39.17,
Nitrogen dioxide (NO2),643394,375,Mean,ppb,308,UHF42,Greenwich Village - SoHo,Summer 2019,06/01/2019,22.64,
Nitrogen dioxide (NO2),412466,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Winter 2015-16,12/01/2015,23.79,
Nitrogen dioxide (NO2),412467,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Summer 2016,06/01/2016,13.98,
Nitrogen dioxide (NO2),740932,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Winter 2020-21,12/01/2020,22.76,
Nitrogen dioxide (NO2),175430,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Winter 2012-13,12/01/2012,25.91,
Nitrogen dioxide (NO2),176564,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Annual Average 2010,12/01/2009,23.64,
Nitrogen dioxide (NO2),643682,375,Mean,ppb,403,CD,Jackson Heights (CD3),Summer 2019,06/01/2019,14.43,
Nitrogen dioxide (NO2),166015,375,Mean,ppb,317,CD,East Flatbush (CD17),Winter 2012-13,12/01/2012,26.06,
Nitrogen dioxide (NO2),336842,375,Mean,ppb,317,CD,East Flatbush (CD17),Summer 2015,06/01/2015,14.6,
Nitrogen dioxide (NO2),643670,375,Mean,ppb,317,CD,East Flatbush (CD17),Summer 2019,06/01/2019,12.67,
Nitrogen dioxide (NO2),667760,375,Mean,ppb,317,CD,East Flatbush (CD17),Winter 2019-20,12/01/2019,26.3,
Nitrogen dioxide (NO2),166016,375,Mean,ppb,318,CD,Flatlands and Canarsie (CD18),Winter 2012-13,12/01/2012,22.68,
Nitrogen dioxide (NO2),167626,375,Mean,ppb,503,CD,Tottenville and Great Kills (CD3),Annual Average 2010,12/01/2009,12.96,
Nitrogen dioxide (NO2),166033,375,Mean,ppb,503,CD,Tottenville and Great Kills (CD3),Winter 2012-13,12/01/2012,16.7,
Nitrogen dioxide (NO2),643673,375,Mean,ppb,318,CD,Flatlands and Canarsie (CD18),Summer 2019,06/01/2019,9.24,
Nitrogen dioxide (NO2),667766,375,Mean,ppb,318,CD,Flatlands and Canarsie (CD18),Winter 2019-20,12/01/2019,22.83,
Nitrogen dioxide (NO2),549801,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Winter 2016-17,12/01/2016,25.18,
Nitrogen dioxide (NO2),602742,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Summer 2018,06/01/2018,12.34,
Nitrogen dioxide (NO2),667137,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Summer 2020,06/01/2020,10.66,
Nitrogen dioxide (NO2),212548,375,Mean,ppb,107,UHF42,Hunts Point - Mott Haven,Annual Average 2014,12/01/2013,21.14,
Nitrogen dioxide (NO2),549778,375,Mean,ppb,107,UHF42,Hunts Point - Mott Haven,Summer 2017,06/01/2017,15.85,
Nitrogen dioxide (NO2),549780,375,Mean,ppb,107,UHF42,Hunts Point - Mott Haven,Winter 2016-17,12/01/2016,26.96,
Nitrogen dioxide (NO2),602721,375,Mean,ppb,107,UHF42,Hunts Point - Mott Haven,Summer 2018,06/01/2018,15.21,
Nitrogen dioxide (NO2),667095,375,Mean,ppb,107,UHF42,Hunts Point - Mott Haven,Summer 2020,06/01/2020,14.29,
Nitrogen dioxide (NO2),167612,375,Mean,ppb,403,CD,Jackson Heights (CD3),Annual Average 2010,12/01/2009,24.01,
Nitrogen dioxide (NO2),336803,375,Mean,ppb,304,CD,Bushwick (CD4),Summer 2015,06/01/2015,15.48,
Nitrogen dioxide (NO2),643631,375,Mean,ppb,304,CD,Bushwick (CD4),Summer 2019,06/01/2019,14.81,
Nitrogen dioxide (NO2),667682,375,Mean,ppb,304,CD,Bushwick (CD4),Winter 2019-20,12/01/2019,27.69,
Nitrogen dioxide (NO2),336800,375,Mean,ppb,303,CD,Bedford Stuyvesant (CD3),Summer 2015,06/01/2015,16.56,
Nitrogen dioxide (NO2),667676,375,Mean,ppb,303,CD,Bedford Stuyvesant (CD3),Winter 2019-20,12/01/2019,28.08,
Nitrogen dioxide (NO2),740936,375,Mean,ppb,208,UHF42,Canarsie - Flatlands,Summer 2021,06/01/2021,8.17,
Nitrogen dioxide (NO2),412468,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Annual Average 2016,12/31/2015,18.86,
Nitrogen dioxide (NO2),602741,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Annual Average 2018,01/01/2018,17.9,
Nitrogen dioxide (NO2),740933,375,Mean,ppb,207,UHF42,East Flatbush - Flatbush,Summer 2021,06/01/2021,10.75,
Nitrogen dioxide (NO2),166757,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Summer 2011,06/01/2011,22.2,
Nitrogen dioxide (NO2),166639,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Summer 2009,06/01/2009,26.88,
Nitrogen dioxide (NO2),167760,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Annual Average 2013,12/01/2012,23.99,
Nitrogen dioxide (NO2),165872,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Winter 2010-11,12/01/2010,32.21,
Nitrogen dioxide (NO2),336768,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Winter 2014-15,12/01/2014,26.09,
Nitrogen dioxide (NO2),550037,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Annual Average 2017,01/01/2017,21.8,
Nitrogen dioxide (NO2),741171,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Annual Average 2021,01/01/2021,18.11,
Nitrogen dioxide (NO2),741168,375,Mean,ppb,203,CD,Morrisania and Crotona (CD3),Annual Average 2021,01/01/2021,17.32,
Nitrogen dioxide (NO2),165813,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Winter 2009-10,12/01/2009,28.16,
Nitrogen dioxide (NO2),165931,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Winter 2011-12,12/01/2011,27.06,
Nitrogen dioxide (NO2),213592,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Annual Average 2014,12/01/2013,22.7,
Nitrogen dioxide (NO2),550036,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Summer 2017,06/01/2017,17.92,
Nitrogen dioxide (NO2),602979,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Summer 2018,06/01/2018,15.99,
Nitrogen dioxide (NO2),667611,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Summer 2020,06/01/2020,14.92,
Nitrogen dioxide (NO2),550035,375,Mean,ppb,203,CD,Morrisania and Crotona (CD3),Winter 2016-17,12/01/2016,27.46,
Nitrogen dioxide (NO2),165812,375,Mean,ppb,203,CD,Morrisania and Crotona (CD3),Winter 2009-10,12/01/2009,26.91,
Nitrogen dioxide (NO2),550033,375,Mean,ppb,203,CD,Morrisania and Crotona (CD3),Summer 2017,06/01/2017,16.55,
Nitrogen dioxide (NO2),213604,375,Mean,ppb,304,CD,Bushwick (CD4),Annual Average 2014,12/01/2013,21.2,
Nitrogen dioxide (NO2),166875,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Summer 2013,06/01/2013,20.19,
Nitrogen dioxide (NO2),166816,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Summer 2012,06/01/2012,20.36,
Nitrogen dioxide (NO2),412705,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Annual Average 2016,12/31/2015,21.21,
Nitrogen dioxide (NO2),602978,375,Mean,ppb,204,CD,Highbridge and Concourse (CD4),Annual Average 2018,01/01/2018,20.92,
Nitrogen dioxide (NO2),741131,375,Mean,ppb,103,CD,Lower East Side and Chinatown (CD3),Summer 2021,06/01/2021,15.39,
Nitrogen dioxide (NO2),741167,375,Mean,ppb,203,CD,Morrisania and Crotona (CD3),Summer 2021,06/01/2021,13.43,
Nitrogen dioxide (NO2),166638,375,Mean,ppb,203,CD,Morrisania and Crotona (CD3),Summer 2009,06/01/2009,24.69,
Nitrogen dioxide (NO2),336765,375,Mean,ppb,203,CD,Morrisania and Crotona (CD3),Winter 2014-15,12/01/2014,25.23,
